104.19.181.51:2096#CF优选IP 13ms
104.25.147.111:443#CF优选IP 405ms
104.17.214.178:443#CF优选IP 405ms
104.19.211.181:2087#CF优选IP 405ms
104.21.225.157:2087#CF优选IP 405ms
104.19.94.96:2096#CF优选IP 405ms
104.27.19.0:2096#CF优选IP 405ms
104.17.144.71:2096#CF优选IP 405ms
104.19.189.193:443#CF优选IP 406ms
104.18.86.166:443#CF优选IP 406ms
104.17.160.40:443#CF优选IP 406ms
104.18.104.147:2053#CF优选IP 406ms
104.27.92.54:2053#CF优选IP 406ms
104.18.137.127:2053#CF优选IP 406ms
104.16.27.148:2087#CF优选IP 406ms
104.16.121.54:2083#CF优选IP 406ms
104.21.238.17:2083#CF优选IP 406ms
104.16.9.185:2083#CF优选IP 407ms
104.18.237.166:2083#CF优选IP 407ms
104.16.17.11:2083#CF优选IP 407ms
104.16.60.215:2083#CF优选IP 407ms
104.17.135.92:2053#CF优选IP 407ms
104.18.141.178:2053#CF优选IP 407ms
104.17.36.129:2096#CF优选IP 407ms
104.18.140.167:2083#CF优选IP 408ms
104.19.190.255:443#CF优选IP 408ms
104.16.152.221:443#CF优选IP 408ms
162.159.35.114:443#CF优选IP 408ms
104.18.213.94:2053#CF优选IP 408ms
104.16.250.152:2053#CF优选IP 408ms
162.159.35.236:2096#CF优选IP 408ms
172.67.162.93:2096#CF优选IP 408ms
104.16.136.1:443#CF优选IP 409ms
104.16.10.58:443#CF优选IP 409ms
104.27.83.74:2087#CF优选IP 409ms
104.16.239.11:2087#CF优选IP 409ms
104.19.236.203:2087#CF优选IP 409ms
104.21.234.236:2087#CF优选IP 409ms
104.17.42.62:2096#CF优选IP 409ms
104.16.129.53:2096#CF优选IP 409ms
104.19.178.25:443#CF优选IP 410ms
104.17.59.153:443#CF优选IP 410ms
104.18.203.3:443#CF优选IP 410ms
104.17.204.252:2053#CF优选IP 410ms
104.16.116.79:2053#CF优选IP 410ms
104.17.8.173:2087#CF优选IP 410ms
104.16.133.29:2087#CF优选IP 410ms
104.27.46.186:2096#CF优选IP 410ms
104.17.114.242:2096#CF优选IP 410ms
104.18.132.143:443#CF优选IP 411ms
104.17.243.191:443#CF优选IP 411ms
104.16.145.216:2053#CF优选IP 411ms
104.17.16.246:2053#CF优选IP 411ms
104.19.166.19:2083#CF优选IP 411ms
104.18.155.82:2096#CF优选IP 411ms
104.17.110.143:443#CF优选IP 412ms
104.16.241.1:2083#CF优选IP 412ms
104.17.118.235:2096#CF优选IP 412ms
104.16.196.99:443#CF优选IP 413ms
104.18.117.151:2087#CF优选IP 413ms
104.18.104.125:2096#CF优选IP 413ms
104.17.228.42:2096#CF优选IP 413ms
104.16.82.216:2053#CF优选IP 414ms
104.16.140.229:2083#CF优选IP 414ms
104.18.102.37:2087#CF优选IP 414ms
104.17.178.193:2096#CF优选IP 415ms
104.17.207.253:2096#CF优选IP 415ms
104.17.220.146:2053#CF优选IP 416ms
104.16.117.145:2053#CF优选IP 416ms
104.17.40.148:2083#CF优选IP 416ms
104.19.160.175:2083#CF优选IP 416ms
104.18.253.12:2087#CF优选IP 416ms
104.18.213.106:2087#CF优选IP 416ms
104.19.170.239:2096#CF优选IP 416ms
104.17.76.231:2053#CF优选IP 417ms
104.16.83.26:2096#CF优选IP 417ms
104.18.202.23:443#CF优选IP 418ms
104.17.120.87:2053#CF优选IP 418ms
104.16.81.14:2083#CF优选IP 418ms
104.16.126.152:2096#CF优选IP 418ms
104.16.162.180:2096#CF优选IP 418ms
104.16.123.2:2083#CF优选IP 419ms
104.19.240.48:2083#CF优选IP 419ms
104.18.163.139:2096#CF优选IP 419ms
104.16.98.148:2096#CF优选IP 419ms
104.16.216.77:443#CF优选IP 420ms
162.159.43.202:443#CF优选IP 420ms
104.17.21.242:443#CF优选IP 420ms
104.18.186.229:443#CF优选IP 420ms
104.16.20.139:2053#CF优选IP 420ms
104.16.71.169:2053#CF优选IP 420ms
104.18.174.137:2053#CF优选IP 420ms
104.16.215.102:2087#CF优选IP 420ms
104.16.110.156:2087#CF优选IP 420ms
104.17.184.146:2087#CF优选IP 420ms
104.16.96.51:2087#CF优选IP 420ms
104.17.183.97:2096#CF优选IP 420ms
104.16.151.152:2053#CF优选IP 421ms
104.16.116.4:2053#CF优选IP 421ms
104.16.230.163:2053#CF优选IP 421ms
104.18.234.152:2053#CF优选IP 421ms
104.18.107.1:2083#CF优选IP 421ms
104.16.244.120:2087#CF优选IP 421ms
104.17.237.110:443#CF优选IP 422ms
104.16.171.103:2053#CF优选IP 422ms
104.17.181.201:2083#CF优选IP 422ms
104.17.131.57:2083#CF优选IP 422ms
104.16.217.176:2053#CF优选IP 423ms
104.16.166.47:2083#CF优选IP 423ms
104.17.241.197:2083#CF优选IP 423ms
104.18.93.205:2087#CF优选IP 423ms
104.21.234.157:2087#CF优选IP 423ms
104.19.148.234:443#CF优选IP 424ms
104.17.43.235:443#CF优选IP 424ms
104.17.122.95:443#CF优选IP 424ms
104.18.115.132:2083#CF优选IP 424ms
104.16.61.130:2087#CF优选IP 424ms
162.159.237.96:443#CF优选IP 425ms
104.16.23.186:2087#CF优选IP 425ms
104.17.202.178:2087#CF优选IP 425ms
104.16.245.105:2053#CF优选IP 425ms
104.16.129.180:443#CF优选IP 426ms
104.16.194.29:443#CF优选IP 426ms
104.17.132.123:2083#CF优选IP 426ms
104.17.174.202:2083#CF优选IP 426ms
104.16.2.142:2096#CF优选IP 427ms
104.16.178.124:2083#CF优选IP 427ms
104.18.209.173:443#CF优选IP 428ms
104.16.17.186:2053#CF优选IP 428ms
104.18.130.183:2087#CF优选IP 428ms
104.16.169.80:2096#CF优选IP 428ms
104.17.79.80:443#CF优选IP 429ms
104.16.227.241:443#CF优选IP 429ms
104.18.86.188:443#CF优选IP 429ms
104.16.40.97:2083#CF优选IP 429ms
104.16.204.8:2083#CF优选IP 429ms
104.16.53.29:2087#CF优选IP 429ms
104.16.200.155:443#CF优选IP 430ms
104.17.119.105:2087#CF优选IP 430ms
104.18.152.180:2087#CF优选IP 430ms
104.18.193.172:2096#CF优选IP 430ms
104.19.151.68:443#CF优选IP 431ms
104.17.76.128:2053#CF优选IP 431ms
104.16.180.183:2053#CF优选IP 431ms
104.17.236.34:2083#CF优选IP 431ms
104.17.221.135:2083#CF优选IP 431ms
104.16.254.198:2083#CF优选IP 431ms
104.18.155.146:2083#CF优选IP 431ms
104.19.212.181:2087#CF优选IP 431ms
104.17.17.169:2096#CF优选IP 431ms
104.17.45.85:2096#CF优选IP 431ms
104.17.120.205:443#CF优选IP 432ms
104.16.138.205:2053#CF优选IP 432ms
104.17.188.197:2053#CF优选IP 432ms
104.21.226.22:2053#CF优选IP 432ms
104.19.164.150:2053#CF优选IP 432ms
104.16.25.12:2087#CF优选IP 432ms
104.16.130.55:2087#CF优选IP 432ms
104.18.94.251:2087#CF优选IP 432ms
104.17.35.212:2096#CF优选IP 432ms
104.17.43.93:2096#CF优选IP 432ms
104.17.31.96:443#CF优选IP 433ms
104.18.154.163:443#CF优选IP 433ms
104.21.232.187:2087#CF优选IP 433ms
104.16.42.108:2096#CF优选IP 433ms
104.16.233.15:2096#CF优选IP 433ms
104.16.205.153:2096#CF优选IP 433ms
104.17.4.231:2096#CF优选IP 433ms
162.159.237.248:2096#CF优选IP 433ms
104.19.208.205:2096#CF优选IP 433ms
104.18.69.79:443#CF优选IP 434ms
104.16.121.154:443#CF优选IP 434ms
104.17.57.219:443#CF优选IP 434ms
104.16.53.215:2053#CF优选IP 434ms
104.17.28.230:2053#CF优选IP 434ms
104.18.65.155:2053#CF优选IP 434ms
104.17.81.146:2083#CF优选IP 434ms
104.16.157.1:2096#CF优选IP 434ms
104.16.109.155:2053#CF优选IP 435ms
104.16.16.255:2083#CF优选IP 435ms
104.16.172.3:2083#CF优选IP 435ms
104.17.47.63:2083#CF优选IP 435ms
104.18.242.99:2096#CF优选IP 435ms
104.16.37.247:443#CF优选IP 436ms
104.16.72.248:443#CF优选IP 436ms
104.17.92.89:2053#CF优选IP 436ms
104.17.68.108:2053#CF优选IP 436ms
104.16.70.127:2083#CF优选IP 436ms
104.18.100.208:2083#CF优选IP 436ms
104.16.142.51:2083#CF优选IP 436ms
104.16.155.149:2087#CF优选IP 436ms
104.16.150.180:2087#CF优选IP 436ms
104.16.221.89:2087#CF优选IP 436ms
104.18.118.244:443#CF优选IP 437ms
104.19.248.46:443#CF优选IP 437ms
104.18.209.6:2083#CF优选IP 437ms
104.16.219.151:2087#CF优选IP 437ms
104.19.218.229:2087#CF优选IP 437ms
104.18.242.123:2096#CF优选IP 437ms
104.18.136.206:2053#CF优选IP 438ms
104.18.88.130:2087#CF优选IP 438ms
104.17.112.145:443#CF优选IP 439ms
104.16.31.144:2053#CF优选IP 439ms
104.17.182.31:2083#CF优选IP 439ms
104.16.216.6:2083#CF优选IP 439ms
104.17.171.241:2087#CF优选IP 439ms
104.16.150.123:2087#CF优选IP 439ms
104.16.229.43:2087#CF优选IP 439ms
104.16.71.18:2087#CF优选IP 439ms
104.17.191.128:2096#CF优选IP 439ms
104.16.136.219:2096#CF优选IP 439ms
104.16.179.72:443#CF优选IP 440ms
104.18.252.14:2053#CF优选IP 440ms
104.16.119.144:2096#CF优选IP 440ms
104.18.92.145:443#CF优选IP 441ms
104.17.147.193:2053#CF优选IP 441ms
104.19.180.215:2083#CF优选IP 441ms
104.18.111.236:443#CF优选IP 442ms
104.17.176.110:2053#CF优选IP 442ms
104.16.152.200:2053#CF优选IP 442ms
104.19.242.188:2083#CF优选IP 442ms
104.17.20.171:2083#CF优选IP 442ms
104.16.138.119:2087#CF优选IP 443ms
104.16.58.69:2053#CF优选IP 443ms
104.18.182.2:2053#CF优选IP 443ms
104.18.109.155:2053#CF优选IP 443ms
104.17.122.169:2083#CF优选IP 443ms
104.18.98.25:2083#CF优选IP 443ms
104.16.2.41:2083#CF优选IP 443ms
104.16.5.3:2083#CF优选IP 444ms
104.18.187.183:2087#CF优选IP 444ms
104.21.224.125:2087#CF优选IP 444ms
104.18.153.183:2087#CF优选IP 444ms
104.16.140.155:2096#CF优选IP 444ms
104.16.80.56:2096#CF优选IP 444ms
104.19.164.166:2096#CF优选IP 444ms
172.67.150.125:2096#CF优选IP 444ms
104.17.119.255:443#CF优选IP 445ms
104.17.193.48:2087#CF优选IP 445ms
104.17.134.234:2087#CF优选IP 445ms
104.17.52.248:2053#CF优选IP 446ms
104.18.135.84:2053#CF优选IP 446ms
104.18.109.154:2096#CF优选IP 446ms
162.159.212.38:443#CF优选IP 447ms
104.16.75.255:443#CF优选IP 447ms
104.16.125.100:2087#CF优选IP 447ms
104.18.106.56:2096#CF优选IP 447ms
104.19.237.209:2096#CF优选IP 447ms
104.19.149.163:2096#CF优选IP 447ms
104.17.41.181:443#CF优选IP 448ms
104.16.117.93:2083#CF优选IP 448ms
104.17.19.123:2096#CF优选IP 448ms
104.16.102.131:443#CF优选IP 449ms
104.18.214.2:2053#CF优选IP 449ms
104.18.186.63:2053#CF优选IP 449ms
104.19.166.69:2053#CF优选IP 449ms
104.17.195.51:2053#CF优选IP 449ms
104.16.45.170:2053#CF优选IP 449ms
104.17.48.60:2087#CF优选IP 450ms
104.17.92.1:2096#CF优选IP 450ms
104.17.17.61:2096#CF优选IP 450ms
104.16.150.190:2096#CF优选IP 450ms
104.17.209.37:2053#CF优选IP 450ms
104.19.182.212:2083#CF优选IP 451ms
104.17.188.147:2083#CF优选IP 451ms
104.17.19.224:2087#CF优选IP 451ms
104.17.114.245:2096#CF优选IP 451ms
104.16.130.40:2053#CF优选IP 452ms
104.16.110.83:2053#CF优选IP 452ms
104.17.172.146:2083#CF优选IP 452ms
104.17.69.152:443#CF优选IP 453ms
104.19.180.242:2053#CF优选IP 453ms
104.18.138.78:2053#CF优选IP 453ms
104.17.201.2:2096#CF优选IP 453ms
104.17.182.179:443#CF优选IP 455ms
104.16.249.166:2053#CF优选IP 455ms
